brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
32,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,269,5590,2498.449799196788,2927.6726907630527,5.4,32.0,3760.0,Dec-15
32,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,257,5590,2498.449799196788,2927.6726907630527,5.4,32.0,3760.0,Dec-15
39,E169 Gray,Android,746,807,749.0,1049.0,2.4,34.04594722222218,1600.0,Aug-19
39,E169 Red,Android,397,806,749.0,1049.0,2.4,34.04594722222218,1600.0,Aug-19
0,E180 2019 Red (680576170057),Android,56,301,289.0,346.0,1.77,0.032,800.0,Dec-19
0,E240 Black,Android,389,413,359.0,549.0,2.4,0.032,1800.0,Feb-18
0,E240 Power DualSim Black (680576170088),Android,335,546,507.0,581.0,2.4,0.032,3000.0,Dec-20
0,E240 Power DualSim Black (680576170088),Android,296,546,507.0,581.0,2.4,0.032,3000.0,Dec-20
0,E280 Dual Sim Black,Android,251,499,2498.449799196788,2927.6726907630523,2.8,0.032,1450.0,Nov-17
0,E450A 2018 DualSim Black,Android,563,1250,1215.0,1338.0,4.5,8.0,1500.0,Aug-18
0,E450R DualSim Gray,Android,571,1850,1499.0,2499.0,4.5,8.0,2600.0,Dec-17
0,E500A 2019 DualSim Black,Android,670,1362,1319.0,1499.0,5.0,8.0,2500.0,May-19
32,E6 Plus 4/64GB Polish Grey,Android,79,3490,2498.449799196788,2927.6726907630523,6.1,64.0,3000.0,Jul-20
32,E6 Plus XT2025-2 4/64GB Blue,Android,762,3444,3399.0,3490.0,6.1,64.0,3000.0,Jan-20
32,E6S 4/64 GB Meteor Grey (PAJE0031RS),Android,1178,2992,2888.0,3205.0,6.1,64.0,3000.0,Sep-20
32,E7 Plus 4/64GB Misty Blue (PAKX0008RS),Android,929,4217,4199.0,4290.0,6.5,64.0,5000.0,Sep-20
17,F186 Solace DS Black,Android,901,391,345.0,476.0,1.77,0.032,1000.0,Jul-19
17,F186 Solace DS Silver,Android,523,373,345.0,399.0,1.77,0.032,1000.0,Jul-19
17,F188 Play DS Black,Android,333,272,227.0,289.0,1.77,34.04594722222219,1000.0,Feb-20
17,F188 Play DS Black,Android,294,272,227.0,289.0,1.77,34.04594722222218,1000.0,Feb-20
17,F243 Swift Dual Sim Black,Android,151,374,369.0,379.0,2.4,0.032,1800.0,Oct-17
17,F243 Swift Dual Sim Blue,Android,122,379,2498.449799196788,2927.6726907630523,2.4,0.032,1800.0,Dec-18
17,F243 Swift Dual Sim Blue,Android,163,379,2498.4497991967883,2927.6726907630527,2.4,0.032,1800.0,Dec-18
17,F243 Swift Dual Sim Blue,Android,113,379,2498.4497991967883,2927.6726907630523,2.4,0.032,1800.0,Dec-18
17,F245 Strength Dual Sim Yellow/Black,Android,12,699,2498.4497991967883,2927.672690763052,2.4,0.032,1400.0,Mar-20
17,F248 Defender Dual SIM Black,Android,45,649,2498.4497991967883,2927.6726907630523,2.4,34.04594722222218,2000.0,Oct-19
17,F282 Travel Dual Sim Black,Android,556,583,565.0,599.0,2.8,0.032,3100.0,Apr-18
17,F282 Travel Dual Sim Black,Android,551,583,565.0,599.0,2.8,0.032,3100.0,Apr-18
